pk,profile_id,status,created_at,updated_at
1875,06-739-2504,ready for adoption,2021-01-11T16:24:47Z,2021-04-05 16:24:47 UTC
1876,81-005-9842,in foster home,2021-12-10T18:28:25Z,2021-12-29 18:28:25 UTC
1877,19-898-3545,ready for adoption,2021-04-15T22:01:38Z,2021-04-20 22:01:38 UTC
1878,05-779-5992,adopted,2021-06-19T02:08:09Z,2021-08-30 02:08:09 UTC
1879,97-116-4294,in foster home,2021-03-24T20:04:11Z,2021-05-05 20:04:11 UTC
1880,81-760-2047,adopted,2021-07-01T16:38:59Z,2021-07-22 16:38:59 UTC
1881,74-517-7234,adopted,2021-03-03T16:50:34Z,2021-05-22 16:50:34 UTC
1882,42-341-7845,ready for adoption,2021-10-05T10:25:05Z,2021-12-13 10:25:05 UTC
1883,58-694-1374,adopted,2021-12-09T06:16:17Z,2022-02-15 06:16:17 UTC
1884,62-231-6513,in foster home,2021-05-13T21:26:02Z,2021-05-17 21:26:02 UTC
1885,97-778-2040,ready for adoption,2021-08-18T13:53:49Z,2021-10-30 13:53:49 UTC
1886,72-099-8525,ready for adoption,2021-08-27T06:14:22Z,2021-11-11 06:14:22 UTC
1887,62-408-6058,adopted,2021-03-10T19:51:02Z,2021-04-14 19:51:02 UTC
1888,84-939-5127,in foster home,2021-05-01T18:23:30Z,2021-07-31 18:23:30 UTC
1889,45-444-0963,adopted,2021-08-13T09:30:34Z,2021-09-28 09:30:34 UTC
1890,63-596-3034,adopted,2021-02-13T00:00:05Z,2021-04-20 00:00:05 UTC
1891,59-039-3714,ready for adoption,2022-02-21T19:59:08Z,2022-05-09 19:59:08 UTC
1892,78-023-0481,ready for adoption,2021-11-15T03:20:10Z,2021-12-23 03:20:10 UTC
1893,77-385-3744,adopted,2022-01-06T12:08:04Z,2022-01-08 12:08:04 UTC
1894,53-876-3496,adopted,2022-02-12T07:09:40Z,2022-02-20 07:09:40 UTC
1895,00-054-1739,adopted,2021-07-30T15:05:01Z,2021-10-13 15:05:01 UTC
1896,43-423-7868,in foster home,2021-09-29T11:43:56Z,2021-11-06 11:43:56 UTC
1897,85-992-4011,in foster home,2021-07-09T06:31:24Z,2021-08-16 06:31:24 UTC
1898,30-118-6274,adopted,2021-11-22T23:18:57Z,2021-11-24 23:18:57 UTC
1899,39-124-3358,ready for adoption,2021-12-24T04:11:10Z,2022-03-21 04:11:10 UTC
1900,46-820-2818,in foster home,2021-09-17T07:53:00Z,2021-11-24 07:53:00 UTC
1901,58-063-0175,adopted,2021-02-11T22:30:40Z,2021-04-15 22:30:40 UTC
1902,49-549-7186,adopted,2021-05-13T01:00:31Z,2021-07-26 01:00:31 UTC
1903,30-501-9260,ready for adoption,2021-11-09T08:26:43Z,2022-02-15 08:26:43 UTC
1904,85-831-1034,adopted,2021-05-08T04:06:47Z,2021-05-23 04:06:47 UTC
1905,74-288-1131,in foster home,2021-05-25T04:26:19Z,2021-07-31 04:26:19 UTC
1906,37-112-7202,ready for adoption,2021-04-27T16:09:53Z,2021-06-24 16:09:53 UTC
1907,85-623-7679,adopted,2021-01-29T15:24:45Z,2021-02-17 15:24:45 UTC
1908,79-964-4530,ready for adoption,2021-10-06T07:32:25Z,2021-10-21 07:32:25 UTC
1909,50-582-8111,in foster home,2021-03-23T12:13:32Z,2021-04-01 12:13:32 UTC
1910,46-583-9055,ready for adoption,2021-02-12T00:00:45Z,2021-04-04 00:00:45 UTC
1911,06-873-6706,adopted,2021-05-07T16:11:30Z,2021-07-02 16:11:30 UTC
1912,59-180-3738,adopted,2021-09-14T14:24:02Z,2021-11-18 14:24:02 UTC
1913,58-166-9759,in foster home,2021-04-20T18:02:05Z,2021-07-24 18:02:05 UTC
1914,52-635-8163,ready for adoption,2021-10-06T15:28:59Z,2021-10-26 15:28:59 UTC
1915,46-370-2406,in foster home,2021-02-11T14:06:43Z,2021-03-27 14:06:43 UTC
1916,93-981-0562,ready for adoption,2021-07-22T22:50:49Z,2021-09-25 22:50:49 UTC
1917,30-824-1938,in foster home,2021-03-18T12:50:05Z,2021-06-20 12:50:05 UTC
1918,89-062-8507,ready for adoption,2021-06-03T13:42:43Z,2021-07-23 13:42:43 UTC
1919,91-701-6439,adopted,2021-03-09T00:20:41Z,2021-04-23 00:20:41 UTC
1920,87-062-9894,adopted,2021-10-20T23:40:25Z,2021-12-05 23:40:25 UTC
1921,88-573-6973,adopted,2021-12-03T03:04:26Z,2021-12-22 03:04:26 UTC
1922,27-208-9957,in foster home,2021-08-21T12:27:45Z,2021-09-27 12:27:45 UTC
1923,96-634-7505,in foster home,2021-09-08T22:00:31Z,2021-10-31 22:00:31 UTC
1924,63-512-8248,adopted,2021-01-10T16:53:04Z,2021-04-05 16:53:04 UTC
1925,55-297-7958,adopted,2021-10-05T02:12:19Z,2021-12-11 02:12:19 UTC
1926,03-427-2150,in foster home,2021-11-29T19:36:50Z,2022-02-03 19:36:50 UTC
1927,80-757-0774,adopted,2021-10-12T05:43:31Z,2021-10-27 05:43:31 UTC
1928,75-280-6746,ready for adoption,2021-07-24T06:44:05Z,2021-10-23 06:44:05 UTC
1929,29-603-2642,ready for adoption,2021-03-11T11:58:11Z,2021-03-12 11:58:11 UTC
1930,84-728-2449,ready for adoption,2021-11-22T07:13:41Z,2022-01-15 07:13:41 UTC
1931,22-161-3435,ready for adoption,2021-02-24T02:30:04Z,2021-05-26 02:30:04 UTC
1932,36-754-5285,in quarantine,2022-02-14T22:08:12Z,2022-05-06 22:08:12 UTC
1933,22-215-9122,in foster home,2021-01-16T21:38:46Z,2021-03-22 21:38:46 UTC
1934,73-656-7673,ready for adoption,2021-02-19T22:00:53Z,2021-04-04 22:00:53 UTC
1935,95-056-8437,in foster home,2021-04-19T12:52:01Z,2021-05-27 12:52:01 UTC
1936,17-182-9865,in foster home,2022-01-19T08:01:32Z,2022-03-10 08:01:32 UTC
1937,89-036-8146,ready for adoption,2021-05-25T03:40:13Z,2021-06-17 03:40:13 UTC
1938,27-379-7017,adopted,2022-01-02T03:07:28Z,2022-03-08 03:07:28 UTC
1939,81-320-7548,in foster home,2021-09-12T06:24:24Z,2021-12-12 06:24:24 UTC
1940,83-245-8806,adopted,2021-03-03T09:23:15Z,2021-03-06 09:23:15 UTC
1941,82-619-7281,in foster home,2021-05-06T09:02:05Z,2021-05-14 09:02:05 UTC
1942,23-036-8257,ready for adoption,2022-01-08T15:54:35Z,2022-03-31 15:54:35 UTC
1943,99-691-1289,in foster home,2021-07-02T21:35:29Z,2021-08-07 21:35:29 UTC
1944,87-329-9038,ready for adoption,2021-11-09T23:35:30Z,2022-01-21 23:35:30 UTC
1945,18-492-2941,adopted,2021-12-01T03:13:39Z,2021-12-25 03:13:39 UTC
1946,62-448-9388,in quarantine,2021-10-14T10:27:32Z,2021-11-04 10:27:32 UTC
1947,77-509-8088,adopted,2021-08-20T19:12:28Z,2021-08-22 19:12:28 UTC
1948,87-270-6414,adopted,2022-01-13T08:38:05Z,2022-02-08 08:38:05 UTC
1949,37-621-9558,ready for adoption,2022-02-22T11:53:09Z,2022-05-27 11:53:09 UTC
1950,17-357-3366,in foster home,2021-07-29T01:24:31Z,2021-09-29 01:24:31 UTC
1951,17-347-8255,adopted,2021-12-18T10:54:23Z,2021-12-29 10:54:23 UTC
1952,25-633-0231,adopted,2021-05-20T13:20:45Z,2021-07-04 13:20:45 UTC
1953,82-607-9968,ready for adoption,2021-06-01T15:35:46Z,2021-06-17 15:35:46 UTC
1954,24-408-3157,adopted,2021-03-08T15:30:18Z,2021-06-07 15:30:18 UTC
1955,58-906-6666,ready for adoption,2022-02-27T03:25:28Z,2022-04-16 03:25:28 UTC
1956,69-795-4909,in foster home,2021-03-03T14:29:59Z,2021-03-31 14:29:59 UTC
1957,81-356-6187,ready for adoption,2021-08-10T13:42:31Z,2021-10-06 13:42:31 UTC
1958,22-884-7892,adopted,2022-01-28T12:10:10Z,2022-05-04 12:10:10 UTC
1959,72-494-0595,in quarantine,2021-10-17T13:46:08Z,2021-11-25 13:46:08 UTC
1960,56-926-1404,adopted,2021-11-17T07:21:06Z,2022-01-17 07:21:06 UTC
1961,17-316-4838,ready for adoption,2021-06-03T06:48:45Z,2021-06-05 06:48:45 UTC
1962,26-742-2512,adopted,2021-06-20T00:15:17Z,2021-08-26 00:15:17 UTC
1963,32-790-5179,adopted,2021-02-13T02:13:18Z,2021-03-24 02:13:18 UTC
1964,39-118-9165,adopted,2021-04-25T15:34:39Z,2021-07-23 15:34:39 UTC
1965,84-594-1450,adopted,2021-07-05T15:53:13Z,2021-09-19 15:53:13 UTC
1966,30-208-8436,ready for adoption,2021-11-21T08:05:52Z,2022-01-24 08:05:52 UTC
1967,96-957-6845,adopted,2021-03-21T16:32:20Z,2021-06-09 16:32:20 UTC
1968,22-128-0710,ready for adoption,2021-04-26T23:38:39Z,2021-06-03 23:38:39 UTC
1969,94-880-1710,adopted,2021-02-18T16:54:05Z,2021-05-26 16:54:05 UTC
1970,88-360-2703,ready for adoption,2021-01-05T21:01:35Z,2021-04-13 21:01:35 UTC
1971,12-553-7721,adopted,2021-11-30T05:13:05Z,2022-01-31 05:13:05 UTC
1972,42-036-1395,adopted,2021-08-12T03:37:58Z,2021-10-08 03:37:58 UTC
1973,96-312-3318,ready for adoption,2022-02-19T18:59:14Z,2022-04-21 18:59:14 UTC
1974,80-376-7270,ready for adoption,2021-06-12T22:51:36Z,2021-09-01 22:51:36 UTC
1975,49-581-4859,ready for adoption,2021-07-28T04:29:47Z,2021-08-25 04:29:47 UTC
1976,53-722-3434,ready for adoption,2021-07-16T05:18:58Z,2021-07-22 05:18:58 UTC
1977,73-431-5886,adopted,2021-06-27T11:27:54Z,2021-08-01 11:27:54 UTC
1978,98-443-9243,in quarantine,2021-01-01T14:36:43Z,2021-02-27 14:36:43 UTC
1979,31-376-1272,adopted,2021-05-21T04:56:21Z,2021-06-08 04:56:21 UTC
1980,14-735-0155,adopted,2021-08-17T23:45:01Z,2021-08-26 23:45:01 UTC
1981,72-009-7889,in foster home,2021-06-19T01:27:28Z,2021-08-27 01:27:28 UTC
1982,43-578-3798,in foster home,2021-04-10T07:22:42Z,2021-06-20 07:22:42 UTC
1983,32-701-9286,ready for adoption,2021-01-29T17:31:13Z,2021-03-01 17:31:13 UTC
1984,29-365-3061,adopted,2021-07-22T07:32:31Z,2021-10-08 07:32:31 UTC
1985,59-855-5131,adopted,2021-10-07T19:53:07Z,2021-10-31 19:53:07 UTC
1986,38-942-9647,ready for adoption,2022-01-09T20:19:30Z,2022-02-03 20:19:30 UTC
1987,35-279-1585,in foster home,2021-03-29T18:04:13Z,2021-05-06 18:04:13 UTC
1988,46-840-6731,ready for adoption,2021-11-13T18:29:50Z,2021-12-17 18:29:50 UTC
1989,96-884-2051,ready for adoption,2021-05-21T01:54:03Z,2021-06-29 01:54:03 UTC
1990,82-805-4368,ready for adoption,2021-12-02T22:39:43Z,2022-03-06 22:39:43 UTC
1991,89-958-4680,in foster home,2021-02-06T18:07:42Z,2021-05-02 18:07:42 UTC
1992,13-124-4176,in foster home,2021-01-08T13:07:32Z,2021-01-15 13:07:32 UTC
1993,40-690-0455,ready for adoption,2021-03-04T08:49:37Z,2021-03-15 08:49:37 UTC
1994,00-830-9851,in foster home,2021-03-21T22:02:00Z,2021-05-24 22:02:00 UTC
1995,57-327-2900,ready for adoption,2021-05-25T21:44:29Z,2021-05-28 21:44:29 UTC
1996,25-364-0032,adopted,2022-01-12T09:32:02Z,2022-02-20 09:32:02 UTC
1997,24-127-5751,ready for adoption,2021-12-27T08:56:28Z,2021-12-30 08:56:28 UTC
1998,73-866-0183,ready for adoption,2021-11-16T09:38:44Z,2021-12-20 09:38:44 UTC
1999,66-026-0711,in foster home,2021-12-05T16:55:16Z,2022-02-26 16:55:16 UTC
2000,20-303-9819,adopted,2021-10-31T22:57:15Z,2022-01-19 22:57:15 UTC
2001,15-580-2364,adopted,2021-06-05T21:44:51Z,2021-08-17 21:44:51 UTC
2002,47-935-3263,ready for adoption,2021-04-13T10:08:44Z,2021-06-04 10:08:44 UTC
2003,93-630-3798,ready for adoption,2021-11-13T00:37:22Z,2022-01-05 00:37:22 UTC
2004,88-398-9114,adopted,2021-07-27T09:37:01Z,2021-09-19 09:37:01 UTC
2005,65-033-0429,ready for adoption,2021-10-26T04:28:43Z,2022-01-03 04:28:43 UTC
2006,16-525-1595,adopted,2021-08-03T23:19:23Z,2021-11-10 23:19:23 UTC
2007,75-034-5502,adopted,2021-06-19T16:37:47Z,2021-07-09 16:37:47 UTC
2008,97-732-0524,ready for adoption,2021-08-28T06:18:19Z,2021-09-08 06:18:19 UTC
2009,30-191-1227,adopted,2021-08-22T20:28:25Z,2021-10-29 20:28:25 UTC
2010,25-157-0761,in quarantine,2021-05-30T12:20:38Z,2021-08-14 12:20:38 UTC
2011,43-351-1669,in foster home,2021-02-21T17:49:56Z,2021-05-02 17:49:56 UTC
2012,52-989-6220,in foster home,2022-02-12T14:22:51Z,2022-05-02 14:22:51 UTC
2013,57-823-3802,in foster home,2021-04-14T03:54:11Z,2021-06-21 03:54:11 UTC
2014,20-099-5969,adopted,2021-12-31T13:36:54Z,2022-01-25 13:36:54 UTC
2015,81-811-8630,ready for adoption,2021-02-19T07:05:48Z,2021-05-26 07:05:48 UTC
2016,87-755-6188,adopted,2021-04-22T14:37:32Z,2021-07-03 14:37:32 UTC
2017,44-262-2726,in foster home,2021-02-23T23:16:32Z,2021-06-02 23:16:32 UTC
2018,02-893-0765,ready for adoption,2021-02-26T12:01:02Z,2021-04-15 12:01:02 UTC
2019,88-663-6251,adopted,2021-02-27T21:39:41Z,2021-03-10 21:39:41 UTC
2020,40-916-7481,ready for adoption,2021-12-12T06:32:42Z,2022-03-07 06:32:42 UTC
2021,60-538-7242,adopted,2021-05-13T11:40:34Z,2021-06-02 11:40:34 UTC
2022,73-036-1252,adopted,2022-01-10T21:41:43Z,2022-04-12 21:41:43 UTC
2023,13-789-2430,adopted,2021-11-03T22:50:29Z,2021-11-08 22:50:29 UTC
2024,30-309-0895,ready for adoption,2021-09-03T17:42:43Z,2021-10-20 17:42:43 UTC
2025,21-531-6831,ready for adoption,2022-02-11T04:45:34Z,2022-05-10 04:45:34 UTC
2026,43-728-1785,in foster home,2021-12-02T13:18:19Z,2022-01-18 13:18:19 UTC
2027,21-207-3040,adopted,2021-08-15T21:49:11Z,2021-09-26 21:49:11 UTC
2028,43-898-8003,ready for adoption,2021-07-31T15:50:48Z,2021-10-19 15:50:48 UTC
2029,22-976-8434,ready for adoption,2021-05-28T11:59:45Z,2021-08-26 11:59:45 UTC
2030,90-841-9838,in foster home,2021-12-26T07:30:04Z,2022-01-25 07:30:04 UTC
2031,28-053-6316,ready for adoption,2021-02-25T20:35:00Z,2021-05-19 20:35:00 UTC
2032,58-007-0047,in foster home,2021-04-12T13:42:31Z,2021-06-22 13:42:31 UTC
2033,95-601-7354,in foster home,2022-02-27T07:10:03Z,2022-05-08 07:10:03 UTC
2034,55-376-6526,ready for adoption,2021-05-31T20:49:02Z,2021-06-27 20:49:02 UTC
2035,51-124-3218,ready for adoption,2022-02-11T17:29:12Z,2022-03-25 17:29:12 UTC
2036,03-036-7709,adopted,2021-04-05T14:01:58Z,2021-06-13 14:01:58 UTC
2037,77-022-2204,in quarantine,2021-09-08T18:56:48Z,2021-12-02 18:56:48 UTC
2038,23-473-4627,ready for adoption,2021-01-22T09:37:43Z,2021-02-05 09:37:43 UTC
2039,01-814-1544,ready for adoption,2021-02-20T22:18:57Z,2021-05-27 22:18:57 UTC
2040,79-077-6115,adopted,2021-08-09T18:24:03Z,2021-10-20 18:24:03 UTC
2041,12-818-5764,adopted,2021-04-05T08:41:26Z,2021-04-20 08:41:26 UTC
2042,36-052-4303,ready for adoption,2021-02-05T09:17:51Z,2021-04-11 09:17:51 UTC
2043,10-365-1590,ready for adoption,2021-08-11T00:28:26Z,2021-09-09 00:28:26 UTC
2044,52-048-8006,in foster home,2021-01-30T11:55:48Z,2021-05-01 11:55:48 UTC
2045,17-963-1649,adopted,2021-03-09T06:59:17Z,2021-04-01 06:59:17 UTC
2046,90-590-0894,adopted,2021-04-14T00:41:17Z,2021-06-30 00:41:17 UTC
2047,93-134-4415,adopted,2021-12-30T18:34:13Z,2022-02-24 18:34:13 UTC
2048,38-332-9033,adopted,2021-01-29T02:56:44Z,2021-03-28 02:56:44 UTC
2049,12-823-4587,in foster home,2021-11-09T22:19:37Z,2022-01-07 22:19:37 UTC
2050,27-634-7948,ready for adoption,2021-07-31T02:21:55Z,2021-09-30 02:21:55 UTC
2051,71-890-9672,adopted,2021-09-27T22:05:12Z,2021-12-15 22:05:12 UTC
2052,32-108-8235,adopted,2021-04-26T08:30:48Z,2021-07-20 08:30:48 UTC
2053,64-117-2407,adopted,2021-08-27T15:54:04Z,2021-10-05 15:54:04 UTC
2054,27-848-2605,in quarantine,2021-03-11T09:44:34Z,2021-04-15 09:44:34 UTC
2055,16-795-7757,in foster home,2022-01-14T02:13:28Z,2022-02-21 02:13:28 UTC
2056,33-286-1809,in foster home,2021-07-12T15:37:32Z,2021-09-08 15:37:32 UTC
2057,09-163-8577,adopted,2021-11-13T10:35:40Z,2022-01-15 10:35:40 UTC
2058,65-625-0216,ready for adoption,2021-04-30T12:05:26Z,2021-06-25 12:05:26 UTC
2059,57-079-3149,adopted,2021-12-17T02:19:45Z,2022-02-17 02:19:45 UTC
2060,20-063-1477,adopted,2021-05-18T16:42:56Z,2021-07-01 16:42:56 UTC
2061,66-833-9048,in quarantine,2021-01-23T13:10:49Z,2021-02-05 13:10:49 UTC
2062,86-094-0521,adopted,2021-11-01T19:22:48Z,2021-12-05 19:22:48 UTC
2063,55-558-6940,adopted,2021-01-26T23:56:37Z,2021-01-28 23:56:37 UTC
2064,85-986-3098,in foster home,2021-05-23T12:36:59Z,2021-06-27 12:36:59 UTC
2065,06-113-7880,adopted,2021-07-01T12:38:11Z,2021-08-20 12:38:11 UTC
2066,38-960-9425,adopted,2021-06-17T01:09:40Z,2021-09-19 01:09:40 UTC
2067,68-462-9429,in quarantine,2021-01-19T06:51:55Z,2021-04-12 06:51:55 UTC
2068,98-048-7966,ready for adoption,2021-03-06T15:40:47Z,2021-04-28 15:40:47 UTC
2069,73-231-6909,adopted,2021-05-27T12:08:42Z,2021-07-27 12:08:42 UTC
2070,64-975-4019,ready for adoption,2021-11-05T23:20:17Z,2022-01-20 23:20:17 UTC
2071,05-257-0009,ready for adoption,2021-11-03T19:23:14Z,2021-11-04 19:23:14 UTC
2072,79-823-3615,in foster home,2021-08-11T04:30:15Z,2021-11-04 04:30:15 UTC
2073,19-255-9310,ready for adoption,2021-10-10T04:38:58Z,2021-11-30 04:38:58 UTC
2074,49-412-8482,in foster home,2021-12-29T21:31:57Z,2022-02-25 21:31:57 UTC
2075,98-949-0766,ready for adoption,2021-06-27T21:40:41Z,2021-08-13 21:40:41 UTC
2076,31-913-8298,adopted,2021-03-03T10:48:24Z,2021-04-28 10:48:24 UTC
2077,10-231-2665,adopted,2021-01-03T09:30:50Z,2021-02-15 09:30:50 UTC
2078,22-817-9549,in foster home,2021-02-15T01:00:34Z,2021-03-05 01:00:34 UTC
2079,15-287-5747,in foster home,2021-11-22T06:58:21Z,2022-02-05 06:58:21 UTC
2080,10-260-3299,adopted,2021-12-09T17:22:07Z,2022-01-30 17:22:07 UTC
2081,61-538-0170,adopted,2021-07-09T00:20:19Z,2021-09-11 00:20:19 UTC
2082,75-264-6403,ready for adoption,2021-05-28T02:38:29Z,2021-08-23 02:38:29 UTC
2083,30-359-9692,ready for adoption,2021-02-27T19:33:42Z,2021-03-17 19:33:42 UTC
2084,34-983-8144,ready for adoption,2021-10-26T15:14:42Z,2021-12-26 15:14:42 UTC
2085,33-635-3292,in foster home,2021-10-12T22:57:46Z,2021-12-07 22:57:46 UTC
2086,42-085-7130,adopted,2021-01-07T09:58:23Z,2021-03-22 09:58:23 UTC
2087,82-847-3047,in foster home,2022-01-15T02:43:09Z,2022-03-15 02:43:09 UTC
2088,55-012-9015,adopted,2021-05-08T18:28:52Z,2021-06-21 18:28:52 UTC
2089,28-438-9372,adopted,2021-09-22T06:23:37Z,2021-09-28 06:23:37 UTC
2090,69-493-7826,adopted,2021-01-07T09:41:23Z,2021-02-03 09:41:23 UTC
2091,74-397-3424,adopted,2021-07-08T10:44:24Z,2021-10-09 10:44:24 UTC
2092,00-307-2766,in foster home,2021-09-16T18:42:30Z,2021-10-09 18:42:30 UTC
2093,81-258-2556,adopted,2021-06-10T03:14:13Z,2021-07-20 03:14:13 UTC
2094,00-236-5152,in foster home,2021-01-14T14:29:43Z,2021-02-08 14:29:43 UTC
2095,90-574-2309,adopted,2022-02-16T05:47:00Z,2022-05-12 05:47:00 UTC
2096,43-927-6211,in foster home,2021-12-12T05:31:50Z,2022-03-01 05:31:50 UTC
2097,39-844-0461,adopted,2022-02-10T12:55:26Z,2022-05-15 12:55:26 UTC
2098,07-138-4096,adopted,2021-07-24T20:30:53Z,2021-10-27 20:30:53 UTC
2099,10-621-8004,adopted,2021-08-03T13:57:57Z,2021-10-05 13:57:57 UTC
2100,17-744-7050,ready for adoption,2021-01-02T16:32:22Z,2021-02-12 16:32:22 UTC
2101,65-457-0007,ready for adoption,2021-05-25T22:28:52Z,2021-06-23 22:28:52 UTC
2102,97-560-4566,adopted,2021-06-04T14:01:02Z,2021-06-30 14:01:02 UTC
2103,27-931-2023,ready for adoption,2021-05-13T04:25:35Z,2021-05-22 04:25:35 UTC
2104,02-361-3644,in foster home,2021-07-17T21:24:02Z,2021-10-07 21:24:02 UTC
2105,88-047-9337,adopted,2021-08-15T11:41:52Z,2021-09-12 11:41:52 UTC
2106,53-660-4554,ready for adoption,2021-06-28T10:22:50Z,2021-08-11 10:22:50 UTC
2107,10-324-0497,ready for adoption,2021-10-28T03:28:24Z,2021-11-24 03:28:24 UTC
2108,05-344-4674,ready for adoption,2021-06-04T02:18:55Z,2021-07-01 02:18:55 UTC
2109,19-226-5683,ready for adoption,2021-04-21T18:33:52Z,2021-04-28 18:33:52 UTC
2110,40-590-9753,in quarantine,2021-03-13T08:33:05Z,2021-04-08 08:33:05 UTC
2111,01-113-3273,ready for adoption,2021-01-24T12:27:49Z,2021-03-16 12:27:49 UTC
2112,81-670-8649,adopted,2021-12-15T07:44:46Z,2022-03-17 07:44:46 UTC
2113,13-395-1769,ready for adoption,2021-11-12T20:41:28Z,2022-01-19 20:41:28 UTC
2114,44-239-6453,ready for adoption,2021-01-17T07:12:29Z,2021-04-06 07:12:29 UTC
2115,92-974-8079,in foster home,2022-01-30T03:08:27Z,2022-02-16 03:08:27 UTC
2116,38-038-6916,ready for adoption,2022-01-30T13:12:59Z,2022-03-08 13:12:59 UTC
2117,78-838-2708,ready for adoption,2021-06-09T07:52:33Z,2021-08-22 07:52:33 UTC
2118,00-267-6949,ready for adoption,2021-03-13T02:23:35Z,2021-04-24 02:23:35 UTC
2119,39-725-8102,ready for adoption,2021-06-16T01:56:47Z,2021-09-01 01:56:47 UTC
2120,91-749-6351,adopted,2022-02-16T14:40:17Z,2022-05-20 14:40:17 UTC
2121,65-496-6632,adopted,2022-02-10T19:35:17Z,2022-02-18 19:35:17 UTC
2122,79-859-8026,adopted,2022-01-25T05:22:44Z,2022-03-18 05:22:44 UTC
2123,78-521-3520,in foster home,2021-12-27T23:20:16Z,2022-03-12 23:20:16 UTC
2124,18-277-6397,in foster home,2021-09-26T02:00:42Z,2021-12-17 02:00:42 UTC
2125,66-284-6079,in foster home,2022-01-26T07:08:15Z,2022-04-15 07:08:15 UTC
2126,84-032-0083,adopted,2021-03-25T15:42:07Z,2021-05-15 15:42:07 UTC
2127,80-496-2138,ready for adoption,2021-06-09T16:19:39Z,2021-09-14 16:19:39 UTC
2128,58-072-3256,in foster home,2021-09-19T09:19:55Z,2021-10-23 09:19:55 UTC
2129,53-559-3550,ready for adoption,2021-06-10T13:34:28Z,2021-09-10 13:34:28 UTC
2130,12-683-1762,adopted,2021-07-23T09:10:33Z,2021-10-06 09:10:33 UTC
2131,95-297-9114,adopted,2021-05-04T09:19:57Z,2021-07-17 09:19:57 UTC
2132,89-889-1736,in quarantine,2021-01-17T20:19:27Z,2021-02-20 20:19:27 UTC
2133,85-899-0383,ready for adoption,2021-04-25T19:43:40Z,2021-07-20 19:43:40 UTC
2134,38-969-7354,ready for adoption,2021-07-20T20:46:36Z,2021-09-13 20:46:36 UTC
2135,18-330-3959,adopted,2021-08-24T19:31:49Z,2021-11-26 19:31:49 UTC
2136,06-252-6378,ready for adoption,2021-12-18T04:59:40Z,2022-02-15 04:59:40 UTC
2137,74-662-4361,adopted,2021-11-23T16:40:16Z,2021-11-24 16:40:16 UTC
2138,04-602-1645,adopted,2021-10-12T23:24:34Z,2021-11-27 23:24:34 UTC
2139,65-941-7343,adopted,2022-02-20T17:27:39Z,2022-02-22 17:27:39 UTC
2140,03-342-8260,ready for adoption,2021-11-17T16:22:49Z,2022-02-10 16:22:49 UTC
2141,50-456-4223,adopted,2021-06-04T11:25:35Z,2021-07-03 11:25:35 UTC
2142,58-456-2136,ready for adoption,2021-11-01T01:30:09Z,2021-11-19 01:30:09 UTC
2143,06-062-0790,in foster home,2021-07-26T02:10:32Z,2021-10-13 02:10:32 UTC
2144,03-378-3762,adopted,2021-09-27T11:26:58Z,2021-11-18 11:26:58 UTC
2145,49-057-1780,in quarantine,2021-05-10T07:08:55Z,2021-08-11 07:08:55 UTC
2146,02-059-6286,in quarantine,2021-05-08T08:19:04Z,2021-08-13 08:19:04 UTC
2147,35-352-7090,in foster home,2021-12-26T21:42:12Z,2022-01-10 21:42:12 UTC
2148,95-613-2907,in foster home,2022-02-19T14:06:05Z,2022-05-11 14:06:05 UTC
2149,11-497-8045,adopted,2021-08-23T23:51:58Z,2021-11-09 23:51:58 UTC
2150,77-146-6635,ready for adoption,2021-10-26T06:29:35Z,2021-12-20 06:29:35 UTC
2151,44-039-5049,in foster home,2022-01-30T16:12:18Z,2022-03-22 16:12:18 UTC
2152,37-122-9591,in foster home,2021-10-23T23:15:13Z,2021-11-10 23:15:13 UTC
2153,52-543-0240,adopted,2021-04-01T14:33:14Z,2021-06-25 14:33:14 UTC
2154,79-432-9427,adopted,2022-02-02T01:03:01Z,2022-03-26 01:03:01 UTC
2155,91-347-4332,in foster home,2021-08-22T06:32:03Z,2021-08-28 06:32:03 UTC
2156,13-358-2238,ready for adoption,2022-01-19T11:09:34Z,2022-02-07 11:09:34 UTC
2157,37-853-3765,ready for adoption,2021-09-21T02:25:52Z,2021-12-12 02:25:52 UTC
2158,51-621-7398,adopted,2022-01-04T08:32:17Z,2022-02-16 08:32:17 UTC
2159,68-672-5395,adopted,2021-07-29T01:24:47Z,2021-08-25 01:24:47 UTC
2160,09-370-1378,adopted,2021-09-27T02:06:11Z,2021-12-18 02:06:11 UTC
2161,89-454-7554,in foster home,2022-02-11T19:13:51Z,2022-04-24 19:13:51 UTC
2162,37-446-7376,adopted,2021-01-31T20:46:00Z,2021-02-01 20:46:00 UTC
2163,91-310-1479,in foster home,2022-01-09T21:09:43Z,2022-01-22 21:09:43 UTC
2164,54-662-8162,ready for adoption,2021-04-14T07:43:09Z,2021-05-06 07:43:09 UTC
2165,69-323-1017,in foster home,2022-02-16T11:26:30Z,2022-04-19 11:26:30 UTC
2166,49-189-4964,in quarantine,2021-03-07T00:49:01Z,2021-05-26 00:49:01 UTC
2167,38-757-6268,adopted,2022-02-18T09:27:37Z,2022-03-13 09:27:37 UTC
2168,79-591-0428,adopted,2021-06-09T14:14:53Z,2021-06-21 14:14:53 UTC
2169,63-286-5484,adopted,2021-09-04T05:05:57Z,2021-11-14 05:05:57 UTC
